Language,Program,Powercap,Package,Core,GPU,DRAM,Time,Temperature,Memory
Rust, NPB_cg_A_1.90.0, -1, 38.024169921875000000, 21.158020019531250000, 0.780822753906250000, 2.294555664062500000, 1376.28, 65.2, 28208
Rust, NPB_cg_A_1.90.0, -1, 38.026611328125000000, 20.795288085937500000, 0.801330566406250000, 2.331970214843750000, 1405.29, 65.5, 28208
Rust, NPB_cg_A_1.90.0, -1, 38.673889160156250000, 21.784667968750000000, 0.761596679687500000, 2.325683593750000000, 1375.45, 65.3, 28208
Rust, NPB_cg_A_1.90.0, -1, 38.077148437500000000, 21.170654296875000000, 0.770568847656250000, 2.321594238281250000, 1382.18, 65.3, 28208
Rust, NPB_cg_A_1.90.0, -1, 38.721435546875000000, 21.702514648437500000, 0.871826171875000000, 2.341979980468750000, 1381.07, 65.5, 28208
Rust, NPB_cg_A_1.90.0, -1, 38.644287109375000000, 21.687866210937500000, 0.806762695312500000, 2.334899902343750000, 1382.4, 66.2, 28208
Rust, NPB_cg_A_1.90.0, -1, 38.349426269531250000, 20.763061523437500000, 0.798339843750000000, 2.400695800781250000, 1439.81, 65.0, 28208
Rust, NPB_cg_A_1.90.0, -1, 38.404663085937500000, 21.403991699218750000, 0.788085937500000000, 2.332946777343750000, 1387.45, 65.5, 28208
Rust, NPB_cg_A_1.90.0, -1, 38.764587402343750000, 21.783752441406250000, 0.779357910156250000, 2.350646972656250000, 1388.51, 65.5, 28208
Rust, NPB_cg_A_1.90.0, -1, 38.355224609375000000, 21.372558593750000000, 0.776916503906250000, 2.343933105468750000, 1388.05, 65.2, 28208
Rust, NPB_cg_A_1.90.0, -1, 38.931152343750000000, 22.101135253906250000, 0.799499511718750000, 2.330505371093750000, 1370.58, 65.8, 28208
Rust, NPB_cg_A_1.90.0, -1, 39.889038085937500000, 22.417602539062500000, 0.830810546875000000, 2.387756347656250000, 1426.54, 66.0, 28208
Rust, NPB_cg_A_1.90.0, -1, 38.894470214843750000, 22.175964355468750000, 0.753723144531250000, 2.332885742187500000, 1364.36, 66.0, 28208
Rust, NPB_cg_A_1.90.0, -1, 39.674865722656250000, 22.619018554687500000, 0.822265625000000000, 2.351318359375000000, 1389.1, 66.3, 28208
Rust, NPB_cg_A_1.90.0, -1, 38.813842773437500000, 22.116882324218750000, 0.762207031250000000, 2.325073242187500000, 1361.43, 66.2, 28208
Rust, NPB_cg_A_1.90.0, -1, 38.036926269531250000, 21.082214355468750000, 0.778442382812500000, 2.343811035156250000, 1383.02, 66.3, 28208
Rust, NPB_cg_A_1.90.0, -1, 39.379150390625000000, 22.445007324218750000, 0.758422851562500000, 2.324645996093750000, 1382.5, 65.8, 28208
Rust, NPB_cg_A_1.90.0, -1, 38.697631835937500000, 21.753479003906250000, 0.832397460937500000, 2.327453613281250000, 1373.53, 66.0, 28208
Rust, NPB_cg_A_1.90.0, -1, 39.413635253906250000, 22.420593261718750000, 0.774475097656250000, 2.350463867187500000, 1385.25, 65.2, 28208
Rust, NPB_cg_A_1.90.0, -1, 38.710815429687500000, 21.393737792968750000, 0.843505859375000000, 2.364929199218750000, 1411, 66.3, 28208
