Language,Program,Powercap,Package,Core,GPU,DRAM,Time,Temperature,Memory
Rust, NPB_is_W_1.85.0, -1, 3.733032226562500000, 1.695373535156250000, 0.093688964843750000, 0.196472167968750000, 168.686, 56.5, 10312
Rust, NPB_is_W_1.85.0, -1, 5.020263671875000000, 3.349609375000000000, 0.098144531250000000, 0.177795410156250000, 136.286, 56.5, 10312
Rust, NPB_is_W_1.85.0, -1, 3.592529296875000000, 1.949951171875000000, 0.087829589843750000, 0.153015136718750000, 134.584, 56.5, 10312
Rust, NPB_is_W_1.85.0, -1, 3.604614257812500000, 1.960937500000000000, 0.090148925781250000, 0.156127929687500000, 134.805, 56.5, 10312
Rust, NPB_is_W_1.85.0, -1, 3.666564941406250000, 1.942443847656250000, 0.129089355468750000, 0.166442871093750000, 137.959, 56.5, 10312
Rust, NPB_is_W_1.85.0, -1, 3.576721191406250000, 1.947753906250000000, 0.104370117187500000, 0.160400390625000000, 134.65, 56.5, 10312
Rust, NPB_is_W_1.85.0, -1, 3.552185058593750000, 1.843383789062500000, 0.088012695312500000, 0.159179687500000000, 140.59, 55.7, 10312
Rust, NPB_is_W_1.85.0, -1, 3.540344238281250000, 1.914245605468750000, 0.075439453125000000, 0.158630371093750000, 134.821, 55.7, 10312
Rust, NPB_is_W_1.85.0, -1, 3.585327148437500000, 1.890197753906250000, 0.089599609375000000, 0.157775878906250000, 139.331, 55.7, 10312
Rust, NPB_is_W_1.85.0, -1, 3.617736816406250000, 1.928894042968750000, 0.096618652343750000, 0.170654296875000000, 140.204, 55.7, 10312
Rust, NPB_is_W_1.85.0, -1, 4.088806152343750000, 2.224243164062500000, 0.134887695312500000, 0.191040039062500000, 151.74, 55.7, 10312
Rust, NPB_is_W_1.85.0, -1, 3.699218750000000000, 1.956054687500000000, 0.124450683593750000, 0.173461914062500000, 138.22, 55.7, 10312
Rust, NPB_is_W_1.85.0, -1, 3.803100585937500000, 1.724487304687500000, 0.092041015625000000, 0.187011718750000000, 172.429, 55.3, 10312
Rust, NPB_is_W_1.85.0, -1, 3.739929199218750000, 2.011169433593750000, 0.116638183593750000, 0.168334960937500000, 138.589, 55.3, 10312
Rust, NPB_is_W_1.85.0, -1, 3.627441406250000000, 1.948364257812500000, 0.111145019531250000, 0.163818359375000000, 135.592, 55.3, 10312
Rust, NPB_is_W_1.85.0, -1, 3.617248535156250000, 1.969299316406250000, 0.094421386718750000, 0.163024902343750000, 134.885, 55.3, 10312
Rust, NPB_is_W_1.85.0, -1, 4.102172851562500000, 2.211242675781250000, 0.136047363281250000, 0.182006835937500000, 151.67, 55.3, 10312
Rust, NPB_is_W_1.85.0, -1, 3.648498535156250000, 1.973205566406250000, 0.105712890625000000, 0.167053222656250000, 135.481, 55.3, 10312
Rust, NPB_is_W_1.85.0, -1, 3.769592285156250000, 1.692077636718750000, 0.083557128906250000, 0.187805175781250000, 173.004, 55.3, 10312
Rust, NPB_is_W_1.85.0, -1, 3.622619628906250000, 1.971740722656250000, 0.101013183593750000, 0.161193847656250000, 135.073, 55.3, 10312
