Language,Program,Powercap,Package,Core,GPU,DRAM,Time,Temperature,Memory
Rust, NPB_bt_W_1.90.0, -1, 37.126281738281250000, 21.680969238281250000, 0.482910156250000000, 1.166259765625000000, 1309.76, 62.5, 4424
Rust, NPB_bt_W_1.90.0, -1, 36.447387695312500000, 20.583618164062500000, 0.481933593750000000, 1.176818847656250000, 1347.62, 62.2, 4424
Rust, NPB_bt_W_1.90.0, -1, 36.994384765625000000, 21.494628906250000000, 0.548034667968750000, 1.167602539062500000, 1310.28, 62.2, 4424
Rust, NPB_bt_W_1.90.0, -1, 36.488586425781250000, 20.646545410156250000, 0.465576171875000000, 1.192260742187500000, 1348.53, 62.3, 4424
Rust, NPB_bt_W_1.90.0, -1, 36.935791015625000000, 21.545654296875000000, 0.463378906250000000, 1.161132812500000000, 1308.37, 62.2, 4424
Rust, NPB_bt_W_1.90.0, -1, 36.275756835937500000, 20.550476074218750000, 0.440673828125000000, 1.162963867187500000, 1341.8, 62.3, 4424
Rust, NPB_bt_W_1.90.0, -1, 36.344604492187500000, 20.247497558593750000, 0.463378906250000000, 1.206298828125000000, 1370.71, 62.2, 4424
Rust, NPB_bt_W_1.90.0, -1, 37.127502441406250000, 21.701171875000000000, 0.474670410156250000, 1.168273925781250000, 1307.97, 62.3, 4424
Rust, NPB_bt_W_1.90.0, -1, 36.593811035156250000, 20.827087402343750000, 0.429687500000000000, 1.183410644531250000, 1343.53, 62.5, 4424
Rust, NPB_bt_W_1.90.0, -1, 36.558105468750000000, 21.069885253906250000, 0.497436523437500000, 1.159423828125000000, 1309.8, 62.3, 4424
Rust, NPB_bt_W_1.90.0, -1, 36.516113281250000000, 20.761718750000000000, 0.455505371093750000, 1.186035156250000000, 1340.85, 61.0, 4424
Rust, NPB_bt_W_1.90.0, -1, 36.330688476562500000, 20.898437500000000000, 0.443481445312500000, 1.148132324218750000, 1308.49, 62.2, 4424
Rust, NPB_bt_W_1.90.0, -1, 36.432434082031250000, 20.659912109375000000, 0.489440917968750000, 1.179931640625000000, 1339.99, 61.3, 4424
Rust, NPB_bt_W_1.90.0, -1, 36.373229980468750000, 20.926940917968750000, 0.504089355468750000, 1.159057617187500000, 1304.78, 63.3, 4424
Rust, NPB_bt_W_1.90.0, -1, 36.319702148437500000, 20.588623046875000000, 0.433288574218750000, 1.177124023437500000, 1339.98, 61.2, 4424
Rust, NPB_bt_W_1.90.0, -1, 36.666625976562500000, 21.276977539062500000, 0.464294433593750000, 1.149780273437500000, 1304.66, 61.7, 4424
Rust, NPB_bt_W_1.90.0, -1, 36.436401367187500000, 20.679870605468750000, 0.460876464843750000, 1.186828613281250000, 1337.09, 61.3, 4424
Rust, NPB_bt_W_1.90.0, -1, 36.418457031250000000, 20.616821289062500000, 0.490661621093750000, 1.189758300781250000, 1342.19, 61.2, 4424
Rust, NPB_bt_W_1.90.0, -1, 36.521728515625000000, 20.588806152343750000, 0.471496582031250000, 1.189453125000000000, 1354.78, 61.3, 4424
Rust, NPB_bt_W_1.90.0, -1, 36.850219726562500000, 21.422546386718750000, 0.472229003906250000, 1.141845703125000000, 1308.95, 62.2, 4424
