Language,Program,Powercap,Package,Core,GPU,DRAM,Time,Temperature,Memory
Rust, NPB_mg_W_1.90.0, -1, 9.701110839843750000, 5.397949218750000000, 0.226745605468750000, 0.570861816406250000, 347.479, 62.5, 58684
Rust, NPB_mg_W_1.90.0, -1, 9.864562988281250000, 5.584289550781250000, 0.238586425781250000, 0.574584960937500000, 346.452, 62.5, 58684
Rust, NPB_mg_W_1.90.0, -1, 9.859924316406250000, 5.615356445312500000, 0.228332519531250000, 0.566589355468750000, 343.28, 62.5, 58684
Rust, NPB_mg_W_1.90.0, -1, 9.824096679687500000, 5.223388671875000000, 0.213745117187500000, 0.593811035156250000, 375.434, 62.3, 58684
Rust, NPB_mg_W_1.90.0, -1, 10.026489257812500000, 5.772277832031250000, 0.213134765625000000, 0.561096191406250000, 341.936, 62.3, 58684
Rust, NPB_mg_W_1.90.0, -1, 9.738098144531250000, 5.504699707031250000, 0.224243164062500000, 0.552795410156250000, 341.831, 62.3, 58684
Rust, NPB_mg_W_1.90.0, -1, 9.809814453125000000, 5.211791992187500000, 0.206542968750000000, 0.589172363281250000, 376.888, 62.0, 58684
Rust, NPB_mg_W_1.90.0, -1, 9.698486328125000000, 5.447448730468750000, 0.218994140625000000, 0.569641113281250000, 344.353, 62.0, 58684
Rust, NPB_mg_W_1.90.0, -1, 11.350585937500000000, 7.020690917968750000, 0.201293945312500000, 0.587524414062500000, 350.61, 62.0, 58684
Rust, NPB_mg_W_1.90.0, -1, 9.792846679687500000, 5.495300292968750000, 0.215148925781250000, 0.572387695312500000, 346.845, 63.5, 58684
Rust, NPB_mg_W_1.90.0, -1, 9.770202636718750000, 5.542968750000000000, 0.212585449218750000, 0.556091308593750000, 341.677, 63.5, 58684
Rust, NPB_mg_W_1.90.0, -1, 9.776550292968750000, 5.558166503906250000, 0.215270996093750000, 0.554992675781250000, 342.162, 63.5, 58684
Rust, NPB_mg_W_1.90.0, -1, 9.778198242187500000, 5.260253906250000000, 0.221374511718750000, 0.587768554687500000, 369.131, 62.7, 58684
Rust, NPB_mg_W_1.90.0, -1, 9.786315917968750000, 5.555664062500000000, 0.219177246093750000, 0.559387207031250000, 343.099, 62.7, 58684
Rust, NPB_mg_W_1.90.0, -1, 9.811889648437500000, 5.575988769531250000, 0.224487304687500000, 0.553161621093750000, 341.757, 62.7, 58684
Rust, NPB_mg_W_1.90.0, -1, 9.771972656250000000, 5.496154785156250000, 0.229492187500000000, 0.566894531250000000, 346.758, 61.7, 58684
Rust, NPB_mg_W_1.90.0, -1, 9.877319335937500000, 5.614135742187500000, 0.222351074218750000, 0.565368652343750000, 346.623, 61.7, 58684
Rust, NPB_mg_W_1.90.0, -1, 9.807312011718750000, 5.564270019531250000, 0.202392578125000000, 0.556274414062500000, 343.561, 61.7, 58684
Rust, NPB_mg_W_1.90.0, -1, 9.835937500000000000, 5.540527343750000000, 0.223449707031250000, 0.573425292968750000, 347.388, 62.2, 58684
Rust, NPB_mg_W_1.90.0, -1, 9.870544433593750000, 5.613891601562500000, 0.209716796875000000, 0.569152832031250000, 343.547, 62.2, 58684
