Language,Program,Powercap,Package,Core,GPU,DRAM,Time,Temperature,Memory
Rust, mandelbrot_1.84.0, -1, 213.193481445312500000, 110.928710937500000000, 0.079833984375000000, 7.536071777343750000, 8970.38, 45.7, 1820
Rust, mandelbrot_1.84.0, -1, 209.453918457031250000, 106.719299316406250000, 0.469421386718750000, 7.507141113281250000, 8978.61, 45.7, 1820
Rust, mandelbrot_1.84.0, -1, 210.869689941406250000, 108.247314453125000000, 0.427368164062500000, 7.515869140625000000, 8975.26, 46.0, 1820
Rust, mandelbrot_1.84.0, -1, 208.172729492187500000, 105.943603515625000000, 0.086120605468750000, 7.379211425781250000, 8960.96, 45.5, 1820
Rust, mandelbrot_1.84.0, -1, 212.720703125000000000, 109.876525878906250000, 0.461547851562500000, 7.662780761718750000, 8984.56, 45.3, 1820
