Language,Program,Powercap,Package,Core,GPU,DRAM,Time,Temperature,Memory
Rust, mandelbrot_1.6.0, -1, 279.534118652343750000, 147.109924316406250000, 22.643859863281250000, 13.150451660156250000, 9433.9, 47.5, 2416
Rust, mandelbrot_1.6.0, -1, 280.473876953125000000, 148.793090820312500000, 22.408203125000000000, 13.138366699218750000, 9389.72, 48.0, 2416
Rust, mandelbrot_1.6.0, -1, 281.268554687500000000, 149.965759277343750000, 21.347961425781250000, 13.047424316406250000, 9454.81, 47.8, 2416
Rust, mandelbrot_1.6.0, -1, 287.104309082031250000, 153.896362304687500000, 23.737182617187500000, 13.339050292968750000, 9390.41, 48.0, 2416
Rust, mandelbrot_1.6.0, -1, 282.219482421875000000, 149.016174316406250000, 23.835266113281250000, 13.021362304687500000, 9399.71, 48.0, 2416
